"animal_id","timestamp","longitude","latitude","fix"
"TTP-058","2019-02-10 22:02:04-05",-80.2778861111111,26.0744722222222,"3D"
"TTP-058","2019-02-10 23:02:10-05",-80.2778555555556,26.0741944444444,"3D"
"TTP-058","2019-02-11 00:02:30-05",-80.2774277777778,26.0732722222222,"3D"
"TTP-058","2019-02-11 01:02:02-05",-80.2786388888889,26.0719444444444,"3D"
"TTP-058","2019-02-11 13:02:30-05",-80.2782555555556,26.0701444444444,"3D"
"TTP-058","2019-02-11 14:02:07-05",-80.2789166666667,26.0717722222222,"3D"
"TTP-058","2019-02-11 15:02:04-05",-80.279275,26.0726138888889,"3D"
"TTP-058","2019-02-11 16:02:30-05",-80.2798361111111,26.0724194444444,"3D"
"TTP-058","2019-02-11 17:02:02-05",-80.2778694444444,26.0740611111111,"3D"
"TTP-058","2019-02-11 18:02:04-05",-80.2779472222222,26.0740888888889,"3D"
"TTP-058","2019-02-11 19:02:03-05",-80.2778722222222,26.0740944444444,"3D"
"TTP-058","2019-02-11 22:02:30-05",-80.2776694444444,26.0732527777778,"3D"
"TTP-058","2019-02-11 23:02:05-05",-80.2784194444444,26.0718916666667,"3D"
"TTP-058","2019-02-12 00:02:02-05",-80.2787138888889,26.0719611111111,"3D"
"TTP-058","2019-02-12 01:02:05-05",-80.2787138888889,26.071075,"3D"
"TTP-058","2019-02-12 03:02:30-05",-80.2785666666667,26.0705472222222,"3D"
"TTP-058","2019-02-12 13:02:30-05",-80.2784944444444,26.0704222222222,"3D"
"TTP-058","2019-02-12 14:02:03-05",-80.2789944444445,26.07175,"3D"
"TTP-058","2019-02-12 15:02:24-05",-80.2779527777778,26.074425,"3D"
"TTP-058","2019-02-12 16:02:30-05",-80.2778388888889,26.0740611111111,"3D"
"TTP-058","2019-02-12 17:02:03-05",-80.2788277777778,26.07295,"3D"
"TTP-058","2019-02-12 18:02:02-05",-80.2791805555556,26.0718972222222,"3D"
"TTP-058","2019-02-12 19:02:04-05",-80.2787638888889,26.0717916666667,"3D"
"TTP-058","2019-02-12 20:02:02-05",-80.2792222222222,26.0718333333333,"3D"
